cbsa_name,population,median_hh_income,density,sg_stores,cmg_stores,sg_per_m,cmg_per_m
"Texarkana, TX-AR Metro Area",146868,55046,71.9858532473235,0,1,0,6.808835144483482
"Albany, GA Metro Area",146768,54219,92.25057946658472,0,1,0,6.813474326828736
"Winchester, VA-WV Metro Area",144676,82413,136.13623575213649,0,2,0,13.823992922115623
"Flagstaff, AZ Metro Area",144643,69748,7.769674367404919,0,2,0,13.82714683738584
"Rocky Mount, NC Metro Area",144228,57437,137.90109552690066,0,1,0,6.9334664558892865
"Sioux City, IA-NE-SD Metro Area",144007,72027,90.12100873571202,0,1,0,6.944106883693154
"Lebanon, PA Metro Area",143592,76350,396.84361959929595,0,1,0,6.964176277229929
"Dalton, GA Metro Area",143400,65715,225.8484951541567,0,1,0,6.97350069735007
"Morgantown, WV Metro Area",140724,62394,139.48178908658156,0,3,0,21.318325232369748
"Sherman-Denison, TX Metro Area",139988,70455,150.06771580869207,0,2,0,14.28693888047547
"Wausau, WI Metro Area",138067,76185,89.35254157791195,0,1,0,7.242860350409584
"Wheeling, WV-OH Metro Area",138015,58705,146.2971569175114,0,2,0,14.491178495091113
"Wildwood-The Villages, FL Metro Area",137536,73297,246.8589697777209,0,1,0,7.270823638901815
"Harrisonburg, VA Metro Area",136231,72145,157.1058023205468,0,2,0,14.680946333800678
"Napa, CA Metro Area",136070,108970,180.95014691553465,0,2,0,14.698317042698612
"Springfield, OH Metro Area",135445,60846,342.13732454141916,0,2,0,14.76614123814094
"Hammond, LA Metro Area",135218,57256,170.9085850309239,0,1,0,7.395465100800189
"Jonesboro, AR Metro Area",134837,55478,92.01018403528737,0,1,0,7.416361977795412
"Bismarck, ND Metro Area",134286,83982,31.368007610876138,0,0,0,0
"Battle Creek, MI Metro Area",133846,60385,189.51324070348204,0,0,0,0
"Manhattan, KS Metro Area",133413,64096,72.70281667110021,0,2,0,14.991042851895992
"Johnstown, PA Metro Area",132355,56292,192.38676695290297,0,2,0,15.110876053039174
"Mount Vernon-Anacortes, WA Metro Area",130407,85474,75.36970380202186,0,2,0,15.33660002913954
"Albany, OR Metro Area",129794,73396,56.69079358049413,0,2,0,15.409032775012712
"Salisbury, MD Metro Area",128802,69592,185.5460129596948,0,2,0,15.527709197062157
"Pittsfield, MA Metro Area",128047,72565,138.14933450299668,0,1,0,7.809632400602904
"Cleveland, TN Metro Area",127445,63490,166.95111643386448,0,1,0,7.846522029110597
"Lawton, OK Metro Area",127174,59060,74.72211909055582,0,0,0,0
"Elizabethtown, KY Metro Area",126480,67630,142.92505824666625,0,0,0,0
"Glens Falls, NY Metro Area",126443,74953,74.44778316670784,0,0,0,0
"Staunton-Stuarts Draft, VA Metro Area",126052,70949,125.80494689984351,0,2,0,15.86646780693682
"Sierra Vista-Douglas, AZ Metro Area",125458,58970,20.20302142569379,0,1,0,7.970795007094009
"Ames, IA Metro Area",125261,71090,109.58919066630452,0,1,0,7.983330805278578
"Mansfield, OH Metro Area",125138,57649,252.688249003013,0,2,0,15.982355479550575
"Missoula, MT Metro Area",124435,70888,32.6375907012303,0,1,0,8.036324185317635
"Wenatchee-East Wenatchee, WA Metro Area",123251,79007,26.00000951173502,0,1,0,8.113524433878833
"Bozeman, MT Metro Area",122194,87454,46.9011302030929,0,2,0,16.367415748727435
"Altoona, PA Metro Area",121854,60594,232.0734080911595,0,1,0,8.206542255486074
"Farmington, NM Metro Area",121178,53020,21.9635499580948,0,1,0,8.252323028932645
"San Angelo, TX Metro Area",120830,66037,46.94498383537979,0,2,0,16.552180749813786
"Morristown, TN Metro Area",120765,58130,276.7679757672077,0,1,0,8.280544859851778
"St. Joseph, MO-KS Metro Area",120609,62900,72.84408709205395,0,1,0,8.291255213126716
"Lawrence, KS Metro Area",119547,68756,262.2991673946702,0,3,0,25.09473261562398
"Sheboygan, WI Metro Area",117783,71898,230.26119946399547,0,0,0,0
"Goldsboro, NC Metro Area",117606,58082,212.31512886447084,0,1,0,8.50296753566995
"Twin Falls, ID Metro Area",116909,66473,46.40614165425847,0,1,0,8.553661394760027
"Anniston-Oxford, AL Metro Area",116141,55826,191.686551021687,0,1,0,8.610223779716035
"Watertown-Fort Drum, NY Metro Area",116130,64978,91.5902288328684,0,1,0,8.611039352449842
"Weirton-Steubenville, WV-OH Metro Area",115566,57149,199.2757671840116,0,2,0,17.306128099960194
"Sandusky, OH Metro Area",115099,70687,227.47294712730363,0,1,0,8.688172790380454
"Brunswick-St. Simons, GA Metro Area",114345,64819,88.3506758976745,0,1,0,8.745463290917836
"Beckley, WV Metro Area",113653,52345,89.70731466360128,0,1,0,8.798711868582439
"Williamsport, PA Metro Area",113570,64412,92.41451863792024,0,1,0,8.805142203046579
"Lewiston-Auburn, ME Metro Area",112323,67298,240.02997879281585,0,1,0,8.902896112105267
"Owensboro, KY Metro Area",112322,65656,157.99486298388692,0,1,0,8.902975374370113
"Michigan City-La Porte, IN Metro Area",112141,70452,187.43623013273896,0,2,0,17.834690256016977
"Muncie, IN Metro Area",112109,56932,285.91251622019786,0,1,0,8.919890463745105
"Longview-Kelso, WA Metro Area",111539,72932,97.74187945876824,0,1,0,8.965473959780883
"Kankakee, IL Metro Area",106833,68325,157.92248515748534,0,1,0,9.36040362060412
"Gettysburg, PA Metro Area",105183,81071,202.78458461247897,0,0,0,0
"Sumter, SC Metro Area",104853,55990,157.6551238832932,0,1,0,9.537161549979494
"Fond du Lac, WI Metro Area",104053,73154,144.60523032864296,0,0,0,0
"Sebring, FL Metro Area",103808,55581,102.00659283446298,0,1,0,9.633168927250308
"Mankato, MN Metro Area",103736,74722,86.71018515090883,0,3,0,28.919565049741653
"Grand Forks, ND-MN Metro Area",103669,68653,30.426229366193553,0,0,0,0
"Bay City, MI Metro Area",103235,60523,233.34724135965232,0,1,0,9.686637283866906
"Gadsden, AL Metro Area",103208,53070,192.87413198277756,0,0,0,0
"Paducah, KY-IL Metro Area",102924,62286,83.308654031009,0,1,0,9.715906882748437
"Ithaca, NY Metro Area",102879,73012,216.749989227544,0,1,0,9.720156688925826
"Pinehurst-Southern Pines, NC Metro Area",102840,82837,147.41642992964094,0,1,0,9.72384286269934
"Decatur, IL Metro Area",102591,62449,176.71399497098807,0,1,0,9.747443732881052
"Lima, OH Metro Area",101685,62001,252.60514753641925,0,2,0,19.668584353641148
"Cheyenne, WY Metro Area",100661,77884,37.47807462262914,0,1,0,9.93433405191683
"Hot Springs, AR Metro Area",100062,55409,147.6680209739909,0,1,0,9.993803841618195
"Rome, GA Metro Area",98985,62540,194.15175301739265,0,1,0,10.102540789008437
"Dubuque, IA Metro Area",98948,75919,162.6635466247701,0,1,0,10.106318470307636
"Victoria, TX Metro Area",98377,69618,56.73094211773104,0,0,0,0
"Cape Girardeau, MO-IL Metro Area",97813,67267,68.3139979552482,0,1,0,10.223589911361476
"Corvallis, OR Metro Area",96359,76011,142.71000566281617,0,2,0,20.75571560518478
"Fairbanks-College, AK Metro Area",95555,84722,13.027706715424976,0,0,0,0
"Helena, MT Metro Area",92391,74040,14.647250072871296,0,1,0,10.823565065861391
"Parkersburg-Vienna, WV Metro Area",88960,56029,148.51151224146014,0,1,0,11.241007194244604
"Pocatello, ID Metro Area",88457,64080,79.51270832344417,0,1,0,11.304927818035882
"Grants Pass, OR Metro Area",88069,59097,53.744892195061546,0,1,0,11.354733220542984
"Great Falls, MT Metro Area",84601,66203,31.354542482053404,0,1,0,11.820191250694435
"Hinesville, GA Metro Area",84338,60329,91.98552858721638,0,1,0,11.857051388460718
"Midland, MI Metro Area",83641,77538,161.51305531993518,0,0,0,0
"Kokomo, IN Metro Area",83610,62496,285.2861420723049,0,2,0,23.92058366224136
"Columbus, IN Metro Area",82881,80365,203.66901953938276,0,1,0,12.065491487795756
"Elmira, NY Metro Area",82805,63469,203.2856072355026,0,0,0,0
"Casper, WY Metro Area",79735,71247,14.930146100558687,0,0,0,0
"Minot, ND Metro Area",76773,79195,16.114515720069967,0,0,0,0
"Grand Island, NE Metro Area",76619,67397,47.779657026602194,0,1,0,13.05159294691917
"Lewiston, ID-WA Metro Area",64901,70694,43.7221632430152,0,0,0,0
"Enid, OK Metro Area",62322,67302,58.877250911970464,0,0,0,0
"Walla Walla, WA Metro Area",62102,72212,48.89794221980275,0,1,0,16.102540980966797
"Carson City, NV Metro Area",58364,71809,403.8080686840248,0,1,0,17.13384963333562
"Eagle Pass, TX Metro Area",57770,51270,45.15128864140057,0,0,0,0
